Rating,Review_title,Product_review
4.0 out of 5 stars,Useful little vacuum!,"This little vacuum works well! The suction is very good for such a small machine! It took it a few tries to map out my house well enough to get it covered, but once it did, I was impressed. The remote control function is a little clunky, but for the price compared to other robot vacuums, this little machine is worth it!"
5.0 out of 5 stars,Good suction power,"This is my first robot vacuum that I have so I don't have any counterpart to compare with, but this robot is pretty good. It has a very good suction power. The only complain that I have is that it takes a lot of time to clean the house, and I think it is because it cleans some of the areas of the house several times."
2.0 out of 5 stars,It's good vacuum but issue with base,It has a good suction power and does have a systematic way of cleaning. It can be controlled remotely and will keep on alarming you if having an issue.
5.0 out of 5 stars,Does a thorough job!,"I haven't used the Alexa features but I can tell you that I am very pleased. It's ""smart"" and methodical...suction is good...does a thorough job!"
5.0 out of 5 stars,Just about perfect,"Dogs and kids, furniture and other things everywhere. Rarely gets stuck, usually figures the rooms out and does a good cleaning wherever it can get to. I really like it. Was a great value!"
5.0 out of 5 stars,Cleans deep dirt and fine dog hair! So quiet!,We like everything - so does Sweetie our pup of 16 years.
5.0 out of 5 stars,WOW,"i gotta say, "" very pleased ""."
5.0 out of 5 stars,For rugs not wood floors.,The problem for me I have wood floors not rugs which whay the this vacuum is for!!#
1.0 out of 5 stars,Chinese crap,"I could not use the product because the setup, through online software does not work. Three days wasted trying to get this setup. All they want is my phone number and address."
5.0 out of 5 stars,AMAZING!!!,This vacuum is amazing!!!!!! I love it!!! It took a bit to connect to the wifi but after some refreshing it worked. It scanned the entire house and easily transitions from carpet to the flooring.
5.0 out of 5 stars,Employee of the month,One of the best purchases of my life. Quiet. Doesn't run into everything like a drink toddler like my mom's shark. Very impressed by Roborock.
4.0 out of 5 stars,I love my robovac. He never leaves a job half done.,Alexa integration is rough. The only real ability is gives is to say start cleaning or return to doc. No control over zones or where it goes. The over all usefulness of this vacume is great though.
1.0 out of 5 stars,Very disappointing,"Very pathetic product. I upgraded from a evobot thinking this is a step up, but this would get stuck on our regular size carpet and make a weird cleaning pattern. Will be returning it."
5.0 out of 5 stars,Good Cleaner,Cleans very well. My only complaint is that it will go over some places twice before it docks.
5.0 out of 5 stars,Best robot vacuum,This is by far the best robot vacuum cleaner I’ve purchased! I had the Roomba 960 and the e5 previously and this one is far better than both and much cheaper.
5.0 out of 5 stars,Worth it,Bought this on impulse when it was on flash deals. It’s wonderful and works great! Easy to use and clean.
5.0 out of 5 stars,So worth it!,"Overall, really great product. We don’t really have to do any extra vacuuming or sweeping which saves us soooo much time! We got it during cyber Monday, so got a really great price on it and worth every penny!"
4.0 out of 5 stars,"No remote control, problem adding to Wi-Fi","Suction, battery life and noise level good. I couldn’t add it to my wi-fi network. Called CS Rep but they couldn’t help either. Returned the item next day."
3.0 out of 5 stars,Walmart has this product for $248 and it comes with the mop,"The product works great and we love running it through our apartment every 2 days, sometimes daily! However, I returned the one I bought from Amazon as it did not come with the mop attachment and totaled close to $430. I found this exact same model, mop and all, at Walmart for $248 and it came with the mop attachment."
2.0 out of 5 stars,I’m sorry I missed my deadline for returning it!,"It gets stuck under edges of furniture, appliances, etc., and takes forever, IF ever, to release itself. Realizing it’s not meant to replace a vacuum cleaner, it cleans well enough, but I don’t recommend it and wish I hadn’t missed my return day by only 2 days!"
5.0 out of 5 stars,So Far So Good,It’s better than what I expected so far. I will update my review in couple weeks.
4.0 out of 5 stars,Good,Works great. Some getting stuck.. but learning curve
2.0 out of 5 stars,"Roborock E4 Robot Vacuum Cleaner,","Good robotic vacuum, however the software is horrible for trying to get it to link to MIHOME website and to therefore access home wifi."
5.0 out of 5 stars,Love it!,"Love this. Works well. It isn’t silent but, it isn’t loud. Wish I had purchased years ago. Love the phone alerts."
3.0 out of 5 stars,Good suction but garbage app,We downloaded the app and followed the email instructions but the t doesn’t work. The only way it will vacuum is by pressing the button on the unit. Not what we wanted at all. Expected it to be easy to use.
5.0 out of 5 stars,Great value,"Worth every penny. I have long hair and I shed everywhere. I also have a cat who sheds a lot. This vacuum does an amazing job at vacuuming everything up especially under my bed. I like how once it’s done, it goes back to the docking station. It’s very easy to clean too. The app is very easy to use."
1.0 out of 5 stars,Make it impossible to return and get a refund.,Totally misrepresented.
3.0 out of 5 stars,Definitely generic,I’m not impressed. Had it for 3 mi the and it barely picks anything up. It can’t figure out the rooms. It’ll do a 4 foot strip and then move onto the next room. I’ve reset and fine troubleshooting without success.
5.0 out of 5 stars,Great vacuum!,It works great and picks up more than I imagined it would. Very satisfied so far
5.0 out of 5 stars,Roborock,"I was not sure if I would like it, but I love it!!!! It really cleans the floor"
5.0 out of 5 stars,Decent robocleaner,I like it it doesn't deep clean obviously but can pick up sufficiently for every day.
5.0 out of 5 stars,Great,"Does a great job, if it holds up it will be tremendous, wish it had more app options but I love it"
5.0 out of 5 stars,Great for bird owners,If you own birds or other messy small animals this vacuum will save you. I went from having perpetually dirty floors that I swept constantly to having clean floors without any effort on my part. Best purchase I have ever made.
1.0 out of 5 stars,If only it sucked,"We have another RoboRock vacuum that we love so I felt confident buying the same brand. This product regularly gets”stuck” in the middle of the room with nothing around it. “error code 8”. Buy this and get ready to hear that a lot. Don’t recommend. I’ve rebooted it, updated firmware, called customer service, reloaded the app... you name it. This thing sucks."
5.0 out of 5 stars,Best in class,This may be the best robotic vacuum in its class for the price.
5.0 out of 5 stars,Great vacuum!,I love this thing. With my house being completely tiled from wall to wall. It sure saves me a LOT of time not having to clean my floors manually every time.
4.0 out of 5 stars,Does excellent on the hardwood.,Does excellent on the hardwood floors but has trouble with the rugs. Either the little brush gets tangled up or it will just fault out.
5.0 out of 5 stars,nice little robot,"this is nice little robot, with strong suction power. does its job quite well"
4.0 out of 5 stars,Great,"I love it. It definitely makes like easier. There are times though where you will look for it around the house where it gets stuck under a couch or bed. The app is not great but works. It sometimes can't find its way home or searches every where for home and I decide to help little guy get home instead of it taking all day to get back to the charger, but I almost never sweep anymore."
5.0 out of 5 stars,Love it,Excellent robot vacuum. Doesn't get stuck as others vacuums of it's price Clean so well and the hair doesn't tangled.
2.0 out of 5 stars,Meh,Vac was okay. Not worth $200+ for me. The actual vacuum brush width is small and in the middle of the machine so it is limited in what it can reach. It missed a lot more than I expected.
3.0 out of 5 stars,Buggy software,"It cleans ok but quite often it will go back to its dock after a cleaning and ""go offline"". It will then report as ""offline"" in the app and will not clean per the schedule until i go press the power button. Then it looks like it powers on again and things work ok for another week or so."
5.0 out of 5 stars,I have photos of all process to connect but it’s place for just one,"Unable to connect to the wifi and setting was done correctly, looks electronic problem"
4.0 out of 5 stars,It’s a good vacuum,I would buy this item again. It’s a little tall for my kitchen cabinets sometimes it rubs. It’s fairly noisy but what vacuum isn’t? It’s not much good for washing floors lMO. I am a long coated dog family. We still need to manually vacuum once weekly. In this house that’s BIG
4.0 out of 5 stars,My daughter says it sucks-literally 😂😂in a good way!,I purchased this for my daughter. She is very happy with it and only uses it on Carpet. That’s why I did not comment about the hardwood floors.
5.0 out of 5 stars,Rocky works!,It really works for my in between cleaning when I need a quick floor sweep. I go shopping and it’s done. I do remove obstacles to make it easier for “Rocky” to get to all the space. Sometimes it gets stuck on the rug. I haven’t used the mop yet. I’m loving it...
5.0 out of 5 stars,Great with mop attachment,"Keeps my floors looking great, you need to get the mop attachment seperately but its a must have and not too expenssive."
5.0 out of 5 stars,Great powerful cleaning machine,Love how well it cleans and it's ability to go over my area rugs and under my couches
5.0 out of 5 stars,My first vacum robot,"This is one of the best things that I've ever bought. Affordable vacum robot, excellent battery life, excellent suction power also with pet hair (I have 3 dogs); it doesn't miss a single spot in your house and in case it does you can check it in the cleaning story at the mi home app."
1.0 out of 5 stars,Don't waste your money on this one.,Worthless. Very weak suction. Gets stuck under furniture. Won't pair with my phone. There are no settings you can change on the vacuum. Very disappointed. Returning it.
5.0 out of 5 stars,How did I get along without this?,"I love my robovac. It does an excellent job and I can go about my business and have clean floors. The only thing that I don't like is it gets stuck under my storage trunk it's not quit tall enough to go completely under it, but that's it."
1.0 out of 5 stars,Worse product I ever bought.,I tried to give it a few weeks and a few cleanings before deciding it was as bad as I thought! By time I asked for replacement they said it was too late. Lemon!
4.0 out of 5 stars,gets stuck,keeps house clean twice a day
3.0 out of 5 stars,"Good vacuum, could have better suction",The vacuum works well however I still use my traditional vacuum to do a through job. Works well in between deep cleaning
5.0 out of 5 stars,vacuum suction is great,When I first got it I didn't think I would like it because I'm very picky on how my floors are done but surprisingly it does a good job. I do a once a week deep cleaning and use the vacuum as a daily cleaning keep up
2.0 out of 5 stars,Dies not link with alexa.,Seems to do fine. One thing I was excited about was the compatibility with alexa. Roborock own app isn't even compatible with it you have to get mihouse app which isn't compatible with alexa at all. Decent for the price I suppose.
5.0 out of 5 stars,Great help,I love my robot vacuum. I have a bad back. Even the lightweight vacuums hurt my back due to the movement My robot vacuum allows me to have a clean floor without injuring myself.
5.0 out of 5 stars,Perfect and Fast Delivery too!,Perfect and Fast Delivery too!
1.0 out of 5 stars,Avoid this product as it's not reliable for long-term,Worked great for the first couple months. The vacuum keeps having an error 7 issue. Based on my inspection it appears the mechanism for one of the wheels is broken. Company is terrible with communication and no help.
3.0 out of 5 stars,Too loud,Does a fair job of cleaning.
4.0 out of 5 stars,Great product,Great vacum but the app sucks
4.0 out of 5 stars,Vacuum ability,Works great on my hardwood floors. A little noisy. Only other complaint is that I can't get my husband to stop playing with it. It's like a new toy. Haven't tried the wet vac feature yet
5.0 out of 5 stars,PERFECT!!! WOW WOW WOW,"I'm in love with these robots, lol! Wow, all I can say!"
2.0 out of 5 stars,"Basic cleaning okay, otherwise unreliable","We have a carpeted floor and this can do basic cleaning but struggles navigating on to a rug (which is where we need more cleaning). After only a couple of cleans it keeps erroring out saying ""error 4 wipe the sensors clean"". Remote control doesn't work as well. Really disappointed"
3.0 out of 5 stars,Too much dog hair,"I have two big dogs that shed a ton and a canary that likes to throw his birdseed all over the place. The unit just didn’t seem to be able to keep up with the hair and bird seeds. I wish I did….,"
5.0 out of 5 stars,Great Vacuum,This mid range vacuum competes with the high end vacuums. Great for larger homes.
4.0 out of 5 stars,Pet approved,Good suction and good space for the trash it collects. Only complaint is that the filter is always “wet” which it’s not... I have a dog and three cats and it does a 3.5 stars in cleaning up the hairs and cat litter.
3.0 out of 5 stars,Battery dies very soon,"The battery cannot last 200min at all. The machine can only work 1 hour after fully charged. Dust sticks inside the machine, hard to clean it."
5.0 out of 5 stars,Simple pleasures of having clean floors instantly,Love this!!! Makes my life so much easier.
5.0 out of 5 stars,Great vacumn,Way better than the Romba I have. Cleans without the banging into furniture.
4.0 out of 5 stars,Good enough,"Opening the dustbin is tricky to figure out. It's not the same as the other roborocks. Not a great design, but the vacuum works well."
5.0 out of 5 stars,Great vacuum!,I love this vacuum. It really does a great job. I like it so much that I ordered my daughter her second one as she has a large house. I'm then going to order each of my three sisters one. Great product that I highly recommend.
5.0 out of 5 stars,love it,She gets lost going back to dock to charge.
5.0 out of 5 stars,LOVE this vacuum!!,Love this vacuum!! I suggest it to all of my friends who may be looking for different brands. It works amazingly!
1.0 out of 5 stars,Don't buy!,"Very disappointed! Was really expecting this to be a good vacuum and for the first 3 months it worked okay on pur carpet, but now it doesn't even pick up a small piece of paper towel. Now I can't even return it or exchange it because it's been past the return date. I do not recommend this at all."
5.0 out of 5 stars,Happy,Amazing how much debris this little robot picks up. We are pleased!
5.0 out of 5 stars,Excelente inversión, Excelente inversión
1.0 out of 5 stars,I cannot dock itself,Not good suction for wood floors. It cannot find dock on its own!!!
5.0 out of 5 stars,great vac,Is great deal work fine need to make better software
5.0 out of 5 stars,Super product,Love this vacuum. Great value!!!! I also own a Miele canister vacuum and this little robot is super!!!
5.0 out of 5 stars,I can't believe I waited so long to get this.,"I absolutely LOVE this. I was hesitant for so long to get one because of the number of dogs I have. It hasn't been a problem at all. In fact, a life saver. I have hardwood floors, and area rugs, and this transitions perfect from one to the other. Another thing I really like about it is how easy it is to clean. All the pieces come out and you can was them, and wipe out the interior."
4.0 out of 5 stars,Overall great job.,"Still pretty new. Does a good job, but had a mind of its own."
4.0 out of 5 stars,Works well with a flaw. App connection is tough to get set up.,Works well. Does a good job. My one issue was took alot of messing with the app to get it all to connect vfinally got the app to work. That's the main drawback.
5.0 out of 5 stars,Dog hair,Where has this been all my life? Best thing I have ever bought for myself.
1.0 out of 5 stars,It only mops for an hour,"The manual is so lame and doesn't help with the set up. Their website is even worse. The app says create a ""scene"" but nothing says how and on the website when you search ""scene"" nothing comes up. wouldn't buy again."
2.0 out of 5 stars,E robot,It’s more of a hassle. Always lost and caught
1.0 out of 5 stars,Doesn’t work,I’ve had it for several months now and it just spins around in circles in the same location.
5.0 out of 5 stars,A good product with this price,"Great customer service. I had a couple of issues with battery and called the customer service, they answered all my questions and exchanged a new one."
1.0 out of 5 stars,Find another ! this is the worst purchase of my life...,"Im sitting here working.. i just turned on the vacuum at 11:45 am. First time cleaning today, vacuum finishes cleaning at 11:55. I have to reset the vacuum like this constantly... Do not make a product do not sell a product for this much and it be this terrible.. Buyer beware!"
5.0 out of 5 stars,Works perfectly!,"This product works amazingly. I was scepticle about getting a robot vacuum, but this little guy does the trick. Very durable too. Cleans both flooring and carpet."
5.0 out of 5 stars,Great vacuum,The suction on this vacuum is great. I can’t believe how much dirt snd dust it collects.
5.0 out of 5 stars,Buy one. Robotics WILL change your life,This thing is stellar! I had an issue with my dustpan and even though it wasn’t covered under warranty ZYNA from customer service helped me. They did an awesome job and they got me my new dust been extremely quickly. This thing is great I don’t know how I ever lived without it.
5.0 out of 5 stars,Great Deal,The mopping leaves no streaks. The vacuum function picks up dirt. The washing capacity is good.
5.0 out of 5 stars,Best investment,"I absolutely LOVE my Roborock. The best investment I have made for my hone in a long time. I have an in home daycare and gave to vacuum every evening. It has been a back saver. A couple times it has hung up and went dead trying to get loose, but I would recommend it to anyone."
4.0 out of 5 stars,Me super encanto,"Me encanto es mi super amiga me ahorra bastante trabajo , limpia bien el piso lo único es que no pude configurar la a alexa😔😔😔 pero ahun así SUPER MEGA RECOMENDADA😍😍😍"
1.0 out of 5 stars,"Might be good, but Amazon delivered a heavily used product.","Can’t actually review the roborock because Amazon delivered one that was pretty heavily used (see pictures). So I’d say, buy this from the producer of the product itself, not from Amazon."
1.0 out of 5 stars,"It's working, but not efficient neither intelligent","I expect the product can be set to clean the whole house, but very disappointedly, I have to do it manually to guide it to go to the rooms need cleaning. The app is suck. Chinese product, not recommend at all"
4.0 out of 5 stars,Cleans well,"Does a good job of cleaning on our laminate floors, and has no trouble navigating the throw rugs. I've downloaded the app, but I can't get connected to my phone. I would have given 5 stars if that part worked as advertised."
3.0 out of 5 stars,gets stuck,this item gets stuck under the furniture too often
5.0 out of 5 stars,I like this model.,"My ""Mr. Belvedere"" does a nice job but tends to skip spots in rooms with lots of obstacles. He also gets lost when sent home."
4.0 out of 5 stars,Stops in the middle of the room,"The only problem I have had is the vacuum will stop in the middle of the room and ""announce' to remove objects in it's way. I have to push the resume button for it to continue. It does this at least 4 times during it's cleaning process. It is annoying but I like it otherwise."
5.0 out of 5 stars,Works great,Works great
1.0 out of 5 stars,Don't buy,Have to manually move it and block it in order for it to clean all of the area that is needed to be cleaned... wish I could return
5.0 out of 5 stars,Best invention ever!,Been using this for about a month now but it's a real life changer! I'm very impressed how well it vacuum's over carpet. It's one of life's greatest inventions. Just buy it! You won't regret it.
2.0 out of 5 stars,"Decent robot vacuum, but won't return to dock","The Roborock E4 vacuum does a reasonable job of cleaning - good cleaning logic and decent suction. The main issue is that it will not return to its dock after cleaning. Mine has cleaned approximately 15 times over 2 months, and never found its dock. Roborock customer service has been responsive but unable to help me resolve the issue."
5.0 out of 5 stars,Works great!!,Works so well I bought a second one with the mop version!
5.0 out of 5 stars,Great vacuum,Have two large dogs that shed and this has been a game changer for us. Works Great!
5.0 out of 5 stars,Excellent product,Works perfectly around my apartment goes into and clean every room.
1.0 out of 5 stars,Not what I paid for,"This is what my ""new"" robot looked like out of the box."
5.0 out of 5 stars,Met my expectations. Would by again. Absolutely love this device!!,Met my expectations. Would by again. This auto vacuum cleans every night and we don’t have to do anything except empty it the next day. Awesome device!!!
1.0 out of 5 stars,Not working within 4 months,"You have to fill take videos, pictures and go back and forth forever to get them to service the vacuum. I am on about a month now of trying to get them to fix it...Should be easier"
4.0 out of 5 stars,Great time saver!,"I never would have made this purchase but then my kids got me one for Christmas. It's a game changer for me! It does a much better job than I had previously expected. I have tiled floors and find it does a great job, both on the tile and in between in the grout lines. I LOVE not having to sweep my floors each day!"
5.0 out of 5 stars,works great,i was tired of telling the kids to vacuum so we bought this thing and we just love it. minds better than the kids
3.0 out of 5 stars,Problamatic,"Does not stay connected to WiFi. After cleaning cycle and emptying dirt cup unit disconnects overnight. Worked fine for two weeks. Going to return ,purchase another brand from big box store."
5.0 out of 5 stars,Very useful,"Is powerful, but the app is complicated, don't understand the control in the app"
1.0 out of 5 stars,Didn’t work,I can’t get it to connect and the phone number is no longer valid
5.0 out of 5 stars,remote system,why the remote system on the app is not working? i can't control the device with this feature.
5.0 out of 5 stars,Great product.,I’ve had a Roomba and this has all the same features with a longer running time. It spends at least 2 hours cleaning my 2000 sq feet everyday and my floor always looks and feels clean.
4.0 out of 5 stars,Mostly great,"So far so good! Cleans pet hair. Gets around our 1 bedroom apartment, into kitchen, living room, bedroom, and bathroom. Has trouble getting back to dock. App is very useful."
5.0 out of 5 stars,way better than other brands,it is way better than other brands
5.0 out of 5 stars,"Llegó empaque abierto con el artículo usado, guallado y con tierra dentro","Se ordenó artículo nuevo y me llegó paquete abierto con el robot usado, guallado y hasta con tierra."
3.0 out of 5 stars,Can't Use Your Phone with This RoboVac,I hate it doesn't work with the app I downloaded from the instruction manual. It works great but I really wanted to be able to use it from my phone through the app.
5.0 out of 5 stars,Awesome robot,Really good vacuum and mop cleaner love it easy to use.
5.0 out of 5 stars,Works perfectly.,It works every time. It does not like my loose soft rugs.
5.0 out of 5 stars,Awesome,Best vacuum ever. Love coming home to fresh vacuum lines.
5.0 out of 5 stars,limpia muy bien,me gusta el poder de succion q tiene
5.0 out of 5 stars,Not the best suction but a good value,Vacuum power is considerable less than my old neato but it is a good value as it works well otherwise.
1.0 out of 5 stars,It gets stuck all the time. You have to manually move it so no purpose of having a robot.,Very disappointed!! Gets stuck everywhere. App isn’t so good. No “avoid areas” feature. Not for me 😒
2.0 out of 5 stars,Don’t waste your money,"The vacuum works pretty well. The problem is this things ability to navigate around your house. In the first three hours of having it, we had to help it get unstuck several times. All the effort needed to assist this thing, you might as well just vacuum your house. Sending it back."
4.0 out of 5 stars,really like this unit I am impressed with it. app will not work as of yet.,since I have gotten this I have used it every day. it works very well and it is really fantastic to check this off of my things to do list daily. one thing I cannot get to work is the app. it will not set up. still working on this.
5.0 out of 5 stars,GREAT PURCHASE!,This is one of the best purchases that I have been this year. Reasonable price compared to other brands. It works GREAT! It cleans in alignment and you can receive text notifications to your phone anywhere anytime if it gets stuck or when it’s done cleaning etc.
4.0 out of 5 stars,Solid 4/5 stars,Cleans well. Doesn’t pair with alexa.
5.0 out of 5 stars,"Very satisfied, thank you","Just excellent, I see a review about this item on YouTube, and it convince me to buy it, I don't have much toughs about the mopping system but I order with it, it just blow my mind, my house is super clean and the mopping system is better than I think it would."
5.0 out of 5 stars,You need this. No gimmick.,This thing is incredible. It’s a substantial unit with considerable heft and power. I let it go in my carpeted bedroom and an hour later (and 2 emptying of the reservoir) and I had a PILE of all kinds of nasty stuff. Going under the beds is a key advantage. Love this thing.
5.0 out of 5 stars,Pretty good vacuum for price,This vacuum helps a lot especially with an endlessly shedding dog
5.0 out of 5 stars,Works great!,"We have 2 chocolate labs, they shed a lot and bring in pine needles and dirt from outside. This vacuum gets it all!"
5.0 out of 5 stars,Woww!,"Woww! I impressed, great work, great succión"
5.0 out of 5 stars,My wife loves it.  Deemed the best gift ever.,Great vacuum. My wife loves it. Deemed the best gift ever. She loves that we can set it to start cleaning at 5 am and the floor is clean when she gets up.
5.0 out of 5 stars,Good customer service!,*Update:
5.0 out of 5 stars,It's a smart robot. Do not regret at all,What I would add is a man and child voices for the robot.
5.0 out of 5 stars,OMG,I call it Jev's! He cleans my floors better than my regular vacuum.
2.0 out of 5 stars,Does Not  work with alexa,"It vacuumed great. It will not sync with alwxa though. Though its a roborock vacuum, it makes you use an app called Mi Home. The app does not sync with alexa. It is a skill, but it will not find your device."
2.0 out of 5 stars,REQUIRES constant 2.4ghz wifi,It’s not compatible with a smart/mesh wifi where you connect to “one wifi network” and it automatically jumps between 5ghz and 2.4ghz. So I only have a medium-noisy ‘dumb’ robot bouncing around and getting stuck under the kitchen cabinet doors.
5.0 out of 5 stars,One of the best purchases I have ever made.,Only negative thing I can say about this product is that I couldn't get it synced with the phone app
5.0 out of 5 stars,Make sure to clean out that filter when cycle is complete,Very happy with this product and has made my life so much easier. Does a great job of cleaning my wood floors.
4.0 out of 5 stars,Good value for the money,Used roborock to clean first floor -- took about 2 hours to complete -- did a good job -- not as good as if I had done it myself -- but the time savings made it worth it for sure
5.0 out of 5 stars,Great buy,Been wanting a vac for some time and got this one on Prime Day. Nice product and works pretty good with a small operator learning curve on making sure vac cleaning path is clear of cables and cords. Would buy again.
5.0 out of 5 stars,Super,Mejor de lo que esperamos.
4.0 out of 5 stars,Decent at cleaning.,"Great price and handled my aunties rugs and very basic Alexa features (on/off, that's it)"
1.0 out of 5 stars,Sent a filthy used product! BEWARE!,This arrived in used and dirty condition…repackaged and sent on to me. It had food and scuffs on the outside and hair tangled in the brushes. Disgusting and Ridiculous! Nasty!
5.0 out of 5 stars,Worth it,Used it for 2years and it still works as good as when I first got it. The app is 3/5 but the vacuum is 10/10
5.0 out of 5 stars,Great for what I need,"only cleanings on hard surface and rugs. after getting a long haired cat we run this 3 times a weeks and I'm always amazed at how much ""Rosie"", thats what we call it, picks up. Great price too!"
5.0 out of 5 stars,Great device,UPDATE: They provided a software update that fixed the issue I was having .
5.0 out of 5 stars,"best of all , forgot other expensive brand","this one best best and so smart robot cleaner. quiter too. I own other expensive brand too, those much loud and there is no comparision to this. this oen clearly a winner.. thanks i bought and made my life easy.."
5.0 out of 5 stars,Easily cleans hardwoods like it’s nothing.,Very strong suction and very neat patterns for a bot without fancy lidar. The two gyroscopes combined with all the sensors makes this thing work very dependable. We’re very happy with the bot so far.
5.0 out of 5 stars,Great value for the price.,"I really like this little guy. It does just as good of a job cleaning as the more expensive ones. It does work with Android devices/WIFI perfectly. Not a lot of bells and whistles, but for the price it's perfect. I would recommend this product to others."
5.0 out of 5 stars,Better than roomba,Much better than roomba in every aspect. I've used 4 roomba so far.
4.0 out of 5 stars,Really good cleaner,Cleans really good! Just wish had a remote control
5.0 out of 5 stars,"Great product, cleans well.","Works great, keeps up with multiple small dogs daily shedding. Does a thorough job."
5.0 out of 5 stars,Excellent robot vacuum that I would buy again,Love this vacuum! Finally the pet hair is under control. Doesn’t miss spots. I highly recommend. Great features for the price.
4.0 out of 5 stars,BEST BUDGET CLEAN ROBOT,I think it is the best robot if your budget under $300. Same functions as irobot around $450.
5.0 out of 5 stars,It works better than we expected,Works wonders. House has not been so clean. no dust bunnies under beds anymore. Works great cleaning up bird seeds from around our parrots cages
2.0 out of 5 stars,Suction is terrible,Suction is terrible I expected this to be much better. My cheap rumba does so much better than this one. Very disappointing considering it was four times expensive.
5.0 out of 5 stars,I only have the ROBO E4FOR A WEEK NOW and it really does a fantastic job on the rugs and floors,"Does a grate job cleaning the floors, has great features a great long running time , power, etc , my only concern, is getting parts for the Robot E4, Thank you, Joseph Santucci"
5.0 out of 5 stars,Addicted to Robot Vacuums,Nothing to complain about. It's a budget vacuum that amazes me. Works like a charm.
1.0 out of 5 stars,Awful gets stuck on carpet after 5min or less says error,Ughhhh so wish I would’ve went with a different brand or a rumba again!!
5.0 out of 5 stars,Great product,Wife loved it it works great
5.0 out of 5 stars,Works well for hard floors and carpet.,Dust tray is too small.
5.0 out of 5 stars,Great robot vacuum,"This robot vacuum has plenty of suction and because of the excellent battery system, an easily vacuum my entire 1800 sqft condo without needing recharging. I highly recommend!"
1.0 out of 5 stars,Bumps the paint off the skirting boards,I am so sad. There were so many good reviews. Unfortunately it keeps stopping to clean without covering the entire area. Gets lost and most importantly destroying the paint on my walls. It is all over the it and looks terrible.
4.0 out of 5 stars,Missing parts,Came without all parts. Missing the mop cloth and moisture proof mat.
5.0 out of 5 stars,Love it,"I have a cat, it cleans all it's hair on the carpet, recommended!"
5.0 out of 5 stars,Robisha gets the job done would recommend!,Love my little robot. Named her Robisha she does a great job for us!
3.0 out of 5 stars,Ok I guess,It is quiet. Cleaning the machine itself is very good. But it is not iRobot. It looks like it. I bought by mistake. But I got it exchanged fairly easily.
5.0 out of 5 stars,great for area rugs,"had to return another robot vacuum as the sweepers fell off after climbing over every area rug, this one is nice and can recognize the difference between carpet and hardwood, automatically increasing the suction"
5.0 out of 5 stars,"Be patient with set up, codes are case sensitive",I don’t have to do the work
5.0 out of 5 stars,Awesome little bot,"Our little machine, whom we call Bob, is the best thing that has happened to our family. He is smart, efficient, and persistent."
1.0 out of 5 stars,Returned,"Sent back, did not work properly."
5.0 out of 5 stars,Better than the others I've had by far,The best robot vacuum out there.
5.0 out of 5 stars,It works so far,Only had it since Christmas but it does a very good job!
5.0 out of 5 stars,Rosie to the rescue!!!♥️,Absolutely love everything about “Rosie” lol I’ve linked her with Alexa and downloaded the app to control her when I’m not home. She cleans up pet hair wonderfully!!!!
5.0 out of 5 stars,Great Purchase,Skeptical at first but couldn’t be happier now. Picks up pet hair and cleans well under spaces would normally have to move to clean. Does an excellent job mapping showing what’s been cleaned. Dust bin could be larger but no other complaints. House stays cleaner than it did with us cleaning when we could
2.0 out of 5 stars,Disappointed with the brand reputation for this model.,"Weak suction power on carpet, and always struggle to get onto carpet. Easily get stuck under low clearance space."
5.0 out of 5 stars,Works great on pet hair,Love this vacuum works great on my hard wood floors and ceramic tile. This has been a game changer at my home for keeping the floors clear of pet hair
5.0 out of 5 stars,Easy enough,Works good just be prepared for it to look scratched up
5.0 out of 5 stars,Good for pet hair!,"Very pleased, buy extra filters when you purchase@"
5.0 out of 5 stars,Great for the lazy cleaner,Keeps my place tidy without me having to get up around too much.
5.0 out of 5 stars,should have gotten earlier,better than a wife
4.0 out of 5 stars,Great for pet hair,We had a Shark previously that did not hold up. So far we have loved the performance of this Vacuum. With a Husky in the house you need all the help you can get.
5.0 out of 5 stars,👍,"Great product, yet not sure about the performance of the mopping function."
1.0 out of 5 stars,False advertising,Does not include all needed parts for function on hardwood floors. Buyer beware
5.0 out of 5 stars,Works ok,Very easy to install and start
5.0 out of 5 stars,Exactly what I was looking for!,"This is my first robot vacuum. I chose the Roborock for its reputation and reviews. I use it daily, sometimes twice a day due to dog hair and sand from our children (and us). This vacuum saves me so much time instead of me having to swiffer/sweep daily."
1.0 out of 5 stars,Never ever foolish yourself,"Total waste of time and money, keep cleaning same are and can’t even find the way to go back to dock. How come they fooling around people and make money doesn’t make sense to me."
2.0 out of 5 stars,Very lost,Would skip rooms and never able to find it's way to the base.
5.0 out of 5 stars,Excelente servicio al cliente,En espera de unos sensores nurvos defectuosos enviado por el equipo de soporte
5.0 out of 5 stars,Good Machine,It can find the dock when it's done........
3.0 out of 5 stars,Garbage WiFi,As a vacuum it’s fine but no matter how many times I try it will not connect to WiFi and the app is garbage. So if you just want to push the button and have it go around it’s fine
5.0 out of 5 stars,One of the best purchases I've ever made,If you own animals this is a must! Or even kids really. I have multi level floors and it is great! I only wish it would go on sale again so I can buy a second one for upstairs.
5.0 out of 5 stars,Makes cleaning easy!,Received this today and used it right away. Came almost fully charged. Easy to set up and to work it went! Did great picking up the dog hair which is the main reason I bought it. Had no trouble going from hardwood to carpet. I would highly recommend and it was a great price!
